Location,Strand,Length,PID,start,end
1285676..1286515,+,279,15790668,1285676,1286515
1286560..1287537,+,325,15790669,1286560,1287537
1287622..1288281,+,219,15790670,1287622,1288281
1288323..1289183,-,286,15790671,1288323,1289183
1289265..1289954,+,229,15790672,1289265,1289954
1289955..1290629,-,224,15790673,1289955,1290629
1290751..1291941,+,396,15790674,1290751,1291941
1291955..1292908,-,317,15790675,1291955,1292908
1292962..1293393,-,143,15790676,1292962,1293393
1293457..1294845,-,462,15790677,1293457,1294845
1294848..1296458,-,536,15790678,1294848,1296458
1296538..1296789,+,83,15790679,1296538,1296789
1296996..1297283,+,95,15790680,1296996,1297283
1297280..1298917,+,545,15790681,1297280,1298917
1298933..1301365,-,810,15790682,1298933,1301365
1301370..1302374,-,334,15790683,1301370,1302374
1304168..1304881,-,237,15790684,1304168,1304881
1304883..1307177,-,764,15790685,1304883,1307177
1307267..1308028,-,253,15790686,1307267,1308028
1308056..1308874,-,272,15790687,1308056,1308874
1308878..1309261,-,127,15790688,1308878,1309261
1309363..1310190,-,275,16554502,1309363,1310190
1310187..1311800,-,537,15790690,1310187,1311800
1311933..1312283,-,116,15790691,1311933,1312283
1312357..1313013,-,218,15790692,1312357,1313013
1313067..1313342,-,91,15790693,1313067,1313342
1313406..1314716,-,436,15790694,1313406,1314716
1314713..1315375,-,220,15790695,1314713,1315375
1315383..1316441,-,352,15790696,1315383,1316441
1316499..1316915,-,138,15790697,1316499,1316915
1317052..1317960,+,302,15790698,1317052,1317960
1317980..1318960,-,326,15790699,1317980,1318960
1319025..1319999,+,324,15790700,1319025,1319999
1320001..1321353,-,450,15790701,1320001,1321353
1321352..1321564,+,70,15790702,1321352,1321564
1321603..1323051,+,482,15790703,1321603,1323051
1323053..1323331,-,92,15790704,1323053,1323331
1323330..1324298,+,322,15790705,1323330,1324298
1324332..1325255,+,307,15790706,1324332,1325255
1325295..1325654,+,119,15790707,1325295,1325654
1325656..1326372,-,238,15790708,1325656,1326372
1326538..1327446,+,302,15790709,1326538,1327446
1327456..1329540,-,694,15790710,1327456,1329540
1329752..1330657,-,301,15790711,1329752,1330657
1330778..1332094,+,438,15790712,1330778,1332094
1332167..1332484,+,105,15790713,1332167,1332484
1332857..1333429,-,190,15790714,1332857,1333429
1333485..1333676,-,63,15790715,1333485,1333676
1333815..1334330,-,171,15790716,1333815,1334330
1334327..1335148,-,273,15790717,1334327,1335148
1335461..1336714,+,417,15790718,1335461,1336714
1336842..1337075,+,77,15790719,1336842,1337075
1337141..1337560,+,139,15790720,1337141,1337560
1337618..1338166,+,182,15790721,1337618,1338166
1338204..1339508,-,434,15790722,1338204,1339508
1339799..1342927,+,1042,15790723,1339799,1342927
1342998..1344059,-,353,15790724,1342998,1344059
1344157..1344570,+,137,15790725,1344157,1344570
1344598..1345239,+,213,15790726,1344598,1345239
1345287..1345697,+,136,16554503,1345287,1345697
1345750..1345983,-,77,15790727,1345750,1345983
1345983..1347026,-,347,15790728,1345983,1347026
1347117..1347734,+,205,15790729,1347117,1347734
1347731..1348438,+,235,15790730,1347731,1348438
1348491..1348718,+,75,15790731,1348491,1348718
1348757..1349077,-,106,15790732,1348757,1349077
1349130..1350047,-,305,15790733,1349130,1350047
1350047..1351708,-,553,15790734,1350047,1351708
1351798..1352415,-,205,15790735,1351798,1352415
1352444..1352584,-,46,15790736,1352444,1352584
1352827..1353444,-,205,15790737,1352827,1353444
1353443..1354081,+,212,15790738,1353443,1354081
1354112..1356064,-,650,15790739,1354112,1356064
1356243..1356452,+,69,15790740,1356243,1356452
1356582..1357613,-,343,15790741,1356582,1357613
1357610..1358623,-,337,15790742,1357610,1358623
1358783..1358941,+,52,15790743,1358783,1358941
1358949..1360250,-,433,15790744,1358949,1360250
1360326..1360982,+,218,15790745,1360326,1360982
1361018..1362301,+,427,15790746,1361018,1362301
1362289..1363230,+,313,15790747,1362289,1363230
1363231..1363962,-,243,15790748,1363231,1363962
1363962..1364264,-,100,15790749,1363962,1364264
1364265..1365500,+,411,15790750,1364265,1365500
1365510..1366691,-,393,15790751,1365510,1366691
1367036..1367812,-,258,15790752,1367036,1367812
1367861..1368748,-,295,15790753,1367861,1368748
1368773..1369606,-,277,15790754,1368773,1369606
1369650..1370594,-,314,15790755,1369650,1370594
1370637..1372538,-,633,15790756,1370637,1372538
1373051..1374292,-,413,15790757,1373051,1374292
1374390..1375028,+,212,15790758,1374390,1375028
1375087..1376385,+,432,15790759,1375087,1376385
1376404..1377303,-,299,15790760,1376404,1377303
1377344..1377889,-,181,15790761,1377344,1377889
1378010..1378210,+,66,15790762,1378010,1378210
1378248..1379138,-,296,15790763,1378248,1379138
1379187..1380002,-,271,15790764,1379187,1380002
1380002..1380895,-,297,15790765,1380002,1380895
1380897..1382075,-,392,15790766,1380897,1382075
1382218..1383342,+,374,15790767,1382218,1383342
1383349..1384233,-,294,15790768,1383349,1384233
1384332..1385600,+,422,15790769,1384332,1385600
1385685..1386209,+,174,15790770,1385685,1386209
1386216..1387433,-,405,15790771,1386216,1387433
1387529..1387846,+,105,15790772,1387529,1387846
1387843..1388991,+,382,15790773,1387843,1388991
1389042..1390562,+,506,15790774,1389042,1390562
1390684..1391808,+,374,15790775,1390684,1391808
1391811..1393340,+,509,15790776,1391811,1393340
1393327..1394133,+,268,15790777,1393327,1394133
1394134..1394925,-,263,15790778,1394134,1394925
1395028..1395366,+,112,16554504,1395028,1395366
1395369..1396895,-,508,15790779,1395369,1396895
1397013..1397267,-,84,15790780,1397013,1397267
1397374..1397820,-,148,15790781,1397374,1397820
1398710..1399948,+,412,15790782,1398710,1399948
1399992..1400741,+,249,15790783,1399992,1400741
1400742..1402349,+,535,15790784,1400742,1402349
1402357..1402704,-,115,15790785,1402357,1402704
1402807..1404606,+,599,15790786,1402807,1404606
1404628..1405080,+,150,15790787,1404628,1405080
1405118..1405774,-,218,15790788,1405118,1405774
1406440..1407288,+,282,15790789,1406440,1407288
1407337..1408272,+,311,15790790,1407337,1408272
1408320..1408535,-,71,15790791,1408320,1408535
1409286..1410086,-,266,16554505,1409286,1410086
1410174..1410275,-,33,15790793,1410174,1410275
1410377..1412059,-,560,15790794,1410377,1412059
1412058..1412615,+,185,15790795,1412058,1412615
1412832..1413275,+,147,15790796,1412832,1413275
1413751..1414017,+,88,15790797,1413751,1414017
1414027..1415064,-,345,15790798,1414027,1415064
1415175..1416233,+,352,15790799,1415175,1416233
1416274..1416843,+,189,15790800,1416274,1416843
1416890..1417231,+,113,15790801,1416890,1417231
1417462..1417815,+,117,15790802,1417462,1417815
1417818..1418579,-,253,15790803,1417818,1418579
1418630..1418989,-,119,15790804,1418630,1418989
1418986..1419372,-,128,15790805,1418986,1419372
1419466..1419942,+,158,15790806,1419466,1419942
1419958..1420185,-,75,15790807,1419958,1420185
1420186..1420965,-,259,15790808,1420186,1420965
1421025..1421192,+,55,15790809,1421025,1421192
1421211..1422179,-,322,15790810,1421211,1422179
1422323..1422649,+,108,15790811,1422323,1422649
1422660..1423259,-,199,15790812,1422660,1423259
1423334..1424245,+,303,15790813,1423334,1424245
1424535..1425587,+,350,15790814,1424535,1425587
1425565..1426359,+,264,15790815,1425565,1426359
1426359..1426988,+,209,15790816,1426359,1426988
1427126..1428148,+,340,161349978,1427126,1428148
1428155..1429516,-,453,161349977,1428155,1429516
1429637..1430680,+,347,15790819,1429637,1430680
1430826..1431071,+,81,15790820,1430826,1431071
1431151..1432230,+,359,15790821,1431151,1432230
1432237..1432575,-,112,15790822,1432237,1432575
1432621..1432788,-,55,15790823,1432621,1432788
1432842..1433516,-,224,15790824,1432842,1433516
1433513..1433767,-,84,15790825,1433513,1433767
1433893..1434804,+,303,15790826,1433893,1434804
1434889..1435803,+,304,15790827,1434889,1435803
1435809..1436222,-,137,15790828,1435809,1436222
1436310..1438067,-,585,15790829,1436310,1438067
1438138..1438911,-,257,15790830,1438138,1438911
1438929..1443020,-,1363,15790831,1438929,1443020
1443227..1443508,-,93,15790832,1443227,1443508
1443507..1444004,+,165,15790833,1443507,1444004
1444126..1445883,-,585,15790834,1444126,1445883
1445947..1447422,-,491,15790835,1445947,1447422
1447469..1447639,-,56,15790836,1447469,1447639
1447671..1448213,-,180,15790837,1447671,1448213
1448212..1448781,+,189,15790838,1448212,1448781
1448260..1448799,-,179,16554506,1448260,1448799
1448861..1450033,-,390,15790839,1448861,1450033
1450110..1451159,-,349,15790840,1450110,1451159
1451162..1452694,-,510,15790841,1451162,1452694
1452915..1454627,+,570,15790842,1452915,1454627
1454617..1455900,+,427,15790843,1454617,1455900
1455893..1457290,+,465,15790844,1455893,1457290
1457335..1457967,-,210,15790845,1457335,1457967
1458039..1458560,+,173,15790846,1458039,1458560
1458716..1458949,+,77,15790847,1458716,1458949
1459030..1459941,+,303,15790848,1459030,1459941
1459955..1460374,+,139,15790849,1459955,1460374
1461293..1461883,-,196,15790850,1461293,1461883
1461880..1463364,-,494,15790851,1461880,1463364
1463506..1464783,+,425,15790852,1463506,1464783
1464785..1465423,+,212,15790853,1464785,1465423
1465420..1467030,-,536,15790854,1465420,1467030
1467161..1467913,+,250,15790855,1467161,1467913
1467921..1469450,-,509,15790856,1467921,1469450
1469447..1470301,-,284,15790857,1469447,1470301
1470434..1470907,-,157,15790858,1470434,1470907
1470955..1471497,-,180,15790859,1470955,1471497
1471603..1472883,+,426,15790860,1471603,1472883
1472892..1473941,+,349,15790861,1472892,1473941
1473943..1474272,-,109,15790862,1473943,1474272
1474404..1474643,-,79,15790863,1474404,1474643
1474858..1476660,+,600,15790864,1474858,1476660
1476737..1477102,-,121,15790865,1476737,1477102
1477154..1477636,-,160,15790866,1477154,1477636
1477669..1478904,-,411,15790867,1477669,1478904
1479000..1480898,-,632,15790868,1479000,1480898
1480897..1482222,+,441,15790869,1480897,1482222
1482219..1483019,-,266,15790870,1482219,1483019
1483024..1484322,-,432,15790871,1483024,1484322
1484374..1484964,-,196,15790872,1484374,1484964
1484968..1485321,-,117,15790873,1484968,1485321
1485424..1485879,-,151,15790874,1485424,1485879
1486031..1486897,+,288,15790875,1486031,1486897
1486894..1488006,-,370,15790876,1486894,1488006
1488090..1488341,-,83,15790877,1488090,1488341
1488724..1489449,+,241,15790878,1488724,1489449
1489454..1491100,+,548,15790879,1489454,1491100
1491180..1492982,+,600,15790880,1491180,1492982
1492979..1493509,-,176,15790881,1492979,1493509
1493620..1495098,+,492,15790882,1493620,1495098
1495368..1496426,-,352,15790883,1495368,1496426
1496425..1496691,+,88,15790884,1496425,1496691
1496766..1497680,+,304,15790885,1496766,1497680
1497707..1497952,+,81,15790886,1497707,1497952
1498297..1498662,+,121,15790887,1498297,1498662
1498703..1499095,-,130,15790888,1498703,1499095
1499405..1500211,+,268,15790889,1499405,1500211
1500208..1500882,-,224,16554507,1500208,1500882
1500795..1501619,-,274,15790891,1500795,1501619
1501863..1502099,+,78,15790892,1501863,1502099
1502096..1502665,-,189,15790893,1502096,1502665
1502692..1504212,-,506,15790894,1502692,1504212
1504536..1505333,+,265,15790895,1504536,1505333
1505291..1505692,-,133,15790896,1505291,1505692
1505691..1505888,+,65,15790897,1505691,1505888
1505903..1506457,-,184,15790898,1505903,1506457
1506498..1506779,-,93,15790899,1506498,1506779
1506828..1508426,-,532,161349976,1506828,1508426
1508435..1508569,-,44,15790901,1508435,1508569
1508571..1508879,-,102,15790902,1508571,1508879
1508935..1509033,-,32,15790903,1508935,1509033
1509474..1509671,-,65,15790904,1509474,1509671
1509672..1510244,-,190,15790905,1509672,1510244
1510248..1510631,-,127,15790906,1510248,1510631
1510636..1511880,-,414,15790907,1510636,1511880
1512177..1512983,+,268,15790908,1512177,1512983
1512989..1513810,-,273,15790909,1512989,1513810
1513807..1514916,-,369,15790910,1513807,1514916
1515193..1516908,-,571,15790911,1515193,1516908
1516948..1518180,+,410,15790912,1516948,1518180
1518251..1519024,+,257,15790913,1518251,1519024
1519017..1519487,+,156,15790914,1519017,1519487
1519498..1521411,-,637,15790915,1519498,1521411
1521456..1523408,-,650,15790916,1521456,1523408
1523420..1524328,-,302,15790917,1523420,1524328
1524446..1525828,+,460,161349975,1524446,1525828
1525893..1526222,-,109,15790919,1525893,1526222
1526221..1526802,+,193,15790920,1526221,1526802
1526849..1526992,+,47,15790921,1526849,1526992
1527060..1527386,-,108,15790922,1527060,1527386
1527488..1528024,-,178,15790923,1527488,1528024
1528082..1528699,-,205,15790924,1528082,1528699
1528776..1528961,+,61,15790925,1528776,1528961
1528958..1529506,+,182,16554508,1528958,1529506
1529534..1530145,+,203,15790926,1529534,1530145
1530149..1531144,-,331,15790927,1530149,1531144
1531141..1531983,-,280,15790928,1531141,1531983
1532071..1533033,-,320,15790929,1532071,1533033
1533185..1533841,+,218,161349974,1533185,1533841
1534374..1535489,+,371,15790931,1534374,1535489
1535505..1535945,+,146,15790932,1535505,1535945
1536131..1536769,+,212,15790933,1536131,1536769
1536751..1538115,-,454,15790934,1536751,1538115
1538241..1538705,+,154,15790935,1538241,1538705
1538840..1540810,-,656,15790936,1538840,1540810
1540767..1541972,+,401,15790937,1540767,1541972
1542149..1542343,-,64,15790938,1542149,1542343
1542347..1542730,-,127,15790939,1542347,1542730
1542781..1544013,-,410,228915426,1542781,1544013
1544296..1544730,+,144,15790941,1544296,1544730
1544781..1545911,-,376,15790942,1544781,1545911
1546022..1547278,+,418,15790943,1546022,1547278
1547275..1547544,-,89,15790944,1547275,1547544
1547630..1548586,+,318,15790945,1547630,1548586
1548632..1549723,+,363,15790946,1548632,1549723
1549720..1549941,-,73,15790947,1549720,1549941
1550019..1551281,-,420,15790948,1550019,1551281
1551547..1552377,+,276,15790949,1551547,1552377
1552374..1553198,-,274,15790950,1552374,1553198
1553564..1553809,-,81,15790951,1553564,1553809
1553875..1555311,-,478,15790952,1553875,1555311
1555430..1556149,-,239,15790953,1555430,1556149
1556228..1556755,-,175,15790954,1556228,1556755
1556811..1557455,-,214,15790955,1556811,1557455
1557442..1558281,+,279,15790956,1557442,1558281
1558353..1558970,+,205,15790957,1558353,1558970
1559008..1559934,-,308,15790958,1559008,1559934
1560066..1561541,+,491,15790959,1560066,1561541
1561543..1563291,-,582,15790960,1561543,1563291
1563368..1564036,-,222,16554509,1563368,1564036
1564023..1564751,-,242,15790962,1564023,1564751
1564788..1565765,-,325,15790963,1564788,1565765
1565967..1566074,-,35,15790964,1565967,1566074
1566101..1567018,-,305,15790965,1566101,1567018
1567067..1568383,+,438,15790966,1567067,1568383
1568401..1569063,-,220,16554510,1568401,1569063
1569140..1569532,-,130,15790968,1569140,1569532
1569547..1570221,-,224,15790969,1569547,1570221
1570278..1571132,-,284,15790970,1570278,1571132
1571291..1571779,-,162,15790971,1571291,1571779
1572295..1573710,-,471,15790972,1572295,1573710
1573716..1575473,-,585,161349973,1573716,1575473
1575479..1575841,-,120,15790974,1575479,1575841
1575838..1576896,-,352,15790975,1575838,1576896
1576893..1577480,-,195,15790976,1576893,1577480
1577503..1577718,-,71,15790977,1577503,1577718
1577784..1579952,-,722,15790978,1577784,1579952
1579939..1580271,-,110,15790979,1579939,1580271
1580346..1581002,+,218,15790980,1580346,1581002
1581505..1582740,-,411,15790981,1581505,1582740
1582844..1584007,+,387,15790982,1582844,1584007
1584077..1584877,+,266,15790983,1584077,1584877
1584874..1585842,+,322,15790984,1584874,1585842
1585866..1586516,-,216,15790985,1585866,1586516
1586648..1587550,+,300,15790986,1586648,1587550
1587552..1588637,-,361,15790987,1587552,1588637
1588750..1589757,+,335,15790988,1588750,1589757
1589811..1591382,-,523,15790989,1589811,1591382
1591620..1592105,+,161,15790990,1591620,1592105
1592154..1592939,+,261,15790991,1592154,1592939
1592950..1593945,-,331,16554511,1592950,1593945
1593632..1595053,+,473,15790993,1593632,1595053
1595055..1595627,+,190,15790994,1595055,1595627
1595672..1596076,+,134,15790995,1595672,1596076
1596089..1596262,-,57,15790996,1596089,1596262
1596897..1597652,+,251,15790997,1596897,1597652
1597649..1598716,-,355,16554512,1597649,1598716
1598752..1601007,-,751,15790999,1598752,1601007
1601058..1602230,-,390,15791000,1601058,1602230
1602287..1603492,-,401,15791001,1602287,1603492
1603520..1603987,+,155,15791002,1603520,1603987
1603994..1605088,-,364,15791003,1603994,1605088
1605490..1607268,+,592,15791004,1605490,1607268
1607756..1607902,-,48,15791005,1607756,1607902
1608193..1609467,+,424,15791006,1608193,1609467
1609442..1609963,-,173,15791007,1609442,1609963
1609956..1610333,-,125,15791008,1609956,1610333
1610790..1611068,-,92,15791009,1610790,1611068
1611475..1611984,+,169,15791010,1611475,1611984
1611981..1613150,-,389,15791011,1611981,1613150
1613953..1616448,+,831,15791012,1613953,1616448
1616518..1616856,+,112,15791013,1616518,1616856
1616853..1617650,+,265,15791014,1616853,1617650
1617647..1618510,-,287,15791015,1617647,1618510
1618682..1619212,+,176,15791016,1618682,1619212
1619975..1620403,-,142,15791017,1619975,1620403
1620447..1620665,-,72,15791018,1620447,1620665
1620746..1620976,+,76,15791019,1620746,1620976
1621029..1624241,+,1070,15791020,1621029,1624241
1624252..1624827,-,191,15791021,1624252,1624827
1624849..1626546,-,565,16554513,1624849,1626546
1626543..1626980,-,145,15791023,1626543,1626980
1627091..1627957,-,288,15791024,1627091,1627957
1628164..1628355,+,63,15791025,1628164,1628355
1628491..1629180,+,229,15791026,1628491,1629180
1629182..1631587,+,801,15791027,1629182,1631587
1631923..1632243,+,106,15791028,1631923,1632243
1632254..1633099,-,281,15791029,1632254,1633099
1633922..1634779,-,285,15791030,1633922,1634779
1634861..1635313,+,150,15791031,1634861,1635313
1635310..1636677,+,455,15791032,1635310,1636677
1636674..1637807,-,377,15791033,1636674,1637807
1637859..1639400,-,513,15791034,1637859,1639400
1639397..1640428,-,343,15791035,1639397,1640428
1640451..1641179,-,242,15791036,1640451,1641179
1641218..1643557,-,779,15791037,1641218,1643557
1643594..1645003,-,469,15791038,1643594,1645003
1645123..1646058,+,311,15791039,1645123,1646058
1646140..1647399,+,419,15791040,1646140,1647399
1647485..1648378,+,297,15791041,1647485,1648378
1648380..1649816,+,478,15791042,1648380,1649816
1649819..1651243,+,474,15791043,1649819,1651243
1651293..1652105,+,270,15791044,1651293,1652105
1652109..1654766,-,885,15791045,1652109,1654766
1654897..1655772,-,291,15791046,1654897,1655772
1656061..1657806,-,581,15791047,1656061,1657806
1657929..1658480,-,183,15791048,1657929,1658480
1658526..1659356,-,276,15791049,1658526,1659356
1659394..1660737,-,447,15791050,1659394,1660737
1660818..1661960,-,380,15791051,1660818,1661960
1662177..1662872,-,231,15791052,1662177,1662872
1663129..1663416,-,95,15791053,1663129,1663416
1663560..1663694,+,44,15791054,1663560,1663694
1663836..1664819,-,327,15791055,1663836,1664819
1664886..1666880,-,664,15791056,1664886,1666880
1666899..1667825,-,308,15791057,1666899,1667825
1667940..1668944,+,334,15791058,1667940,1668944
1668976..1669326,+,116,15791059,1668976,1669326
1669327..1669812,-,161,15791060,1669327,1669812
1670410..1670970,+,186,15791061,1670410,1670970
1670977..1671342,+,121,15791062,1670977,1671342
1671383..1671772,+,129,15791063,1671383,1671772
1671775..1672623,-,282,15791064,1671775,1672623
1672712..1673287,+,191,15791065,1672712,1673287
1673284..1674579,+,431,15791066,1673284,1674579
1674660..1675943,+,427,15791067,1674660,1675943
1676048..1676473,+,141,15791068,1676048,1676473
1676537..1676740,+,67,15791069,1676537,1676740
1676737..1677819,-,360,15791070,1676737,1677819
1677818..1678495,+,225,15791071,1677818,1678495
1678565..1679308,-,247,15791072,1678565,1679308
1679387..1680421,-,344,15791073,1679387,1680421
1680625..1682103,+,492,15791074,1680625,1682103
1682108..1682893,-,261,15791075,1682108,1682893
1682974..1683393,+,139,15791076,1682974,1683393
1684061..1684840,+,259,15791077,1684061,1684840
1684849..1685562,-,237,15791078,1684849,1685562
1685552..1685743,-,63,15791079,1685552,1685743
1685806..1687980,-,724,15791080,1685806,1687980
1688071..1689105,+,344,15791081,1688071,1689105
1689152..1691161,+,669,15791082,1689152,1691161
1691265..1692389,+,374,15791083,1691265,1692389
1692434..1693111,+,225,15791084,1692434,1693111
1693173..1693340,-,55,15791085,1693173,1693340
1693780..1694013,+,77,15791086,1693780,1694013
1694075..1695448,+,457,15791087,1694075,1695448
1695463..1695795,-,110,15791088,1695463,1695795
1695860..1696384,-,174,15791089,1695860,1696384
1696383..1697351,+,322,15791090,1696383,1697351
1697360..1698343,-,327,15791091,1697360,1698343
1698333..1699142,+,269,15791092,1698333,1699142
1699204..1701993,+,929,15791093,1699204,1701993
1702009..1702398,-,129,15791094,1702009,1702398
1702444..1703100,-,218,15791095,1702444,1703100
1703613..1704062,+,149,15791096,1703613,1704062
1704069..1705499,+,476,15791097,1704069,1705499
1705499..1706755,+,418,15791098,1705499,1706755
1706814..1707440,+,208,15791099,1706814,1707440
1707437..1708912,+,491,15791100,1707437,1708912
1708941..1710236,-,431,15791101,1708941,1710236
1710444..1710833,-,129,15791102,1710444,1710833
1710976..1711704,+,242,15791103,1710976,1711704
1711756..1712346,+,196,15791104,1711756,1712346
1712375..1712872,-,165,15791105,1712375,1712872
1713014..1713502,+,162,15791106,1713014,1713502
1713499..1714152,-,217,15791107,1713499,1714152
1713943..1714563,+,206,16554514,1713943,1714563
1714614..1714823,+,69,15791108,1714614,1714823
1714837..1715721,+,294,15791109,1714837,1715721
1715785..1717809,+,674,15791110,1715785,1717809
1717821..1718060,-,79,15791111,1717821,1718060
1718107..1718790,-,227,15791112,1718107,1718790
1718884..1719567,+,227,15791113,1718884,1719567
1719630..1720811,+,393,15791114,1719630,1720811
1720826..1722199,-,457,15791115,1720826,1722199
1722306..1722596,+,96,15791116,1722306,1722596
1722596..1723111,+,171,15791117,1722596,1723111
1723198..1723794,+,198,15791118,1723198,1723794
1724502..1725077,-,191,15791119,1724502,1725077
1725128..1725775,-,215,15791120,1725128,1725775
1725842..1726606,-,254,15791121,1725842,1726606
1726551..1727159,+,202,15791122,1726551,1727159
1727159..1727857,+,232,15791123,1727159,1727857
1728729..1730762,+,677,15791124,1728729,1730762
1730838..1731404,-,188,15791125,1730838,1731404
1731824..1732804,+,326,15791126,1731824,1732804
1732811..1733473,+,220,15791127,1732811,1733473
1733850..1734221,+,123,15791128,1733850,1734221
1734261..1735598,+,445,15791129,1734261,1735598
1735647..1736165,+,172,15791130,1735647,1736165
1736162..1736689,+,175,15791131,1736162,1736689
1736746..1737936,+,396,15791132,1736746,1737936
1737938..1738678,+,246,15791133,1737938,1738678
1738675..1739391,+,238,161349972,1738675,1739391
1739430..1740857,+,475,15791135,1739430,1740857
1740866..1744771,-,1301,15791136,1740866,1744771
1744977..1745762,+,261,15791137,1744977,1745762
1745788..1746138,+,116,15791138,1745788,1746138
1746166..1750278,-,1370,15791139,1746166,1750278
1750278..1750697,-,139,15791140,1750278,1750697
1750823..1751614,+,263,15791141,1750823,1751614
1751629..1751850,-,73,15791142,1751629,1751850
1751873..1752277,-,134,15791143,1751873,1752277
1752286..1753623,-,445,15791144,1752286,1753623
1753620..1754711,-,363,15791145,1753620,1754711
1754712..1756292,-,526,15791146,1754712,1756292
1756297..1757388,-,363,15791147,1756297,1757388
1757520..1759496,-,658,15791148,1757520,1759496
1759702..1760559,+,285,15791149,1759702,1760559
1760552..1762282,+,576,15791150,1760552,1762282
1762507..1762836,+,109,15791151,1762507,1762836
1762885..1765239,+,784,15791152,1762885,1765239
1765447..1767408,+,653,15791153,1765447,1767408
1767435..1768415,+,326,15791154,1767435,1768415
1768417..1769577,+,386,15791155,1768417,1769577
1769595..1770602,+,335,16554515,1769595,1770602
1770599..1771921,+,440,15791157,1770599,1771921
1771918..1772466,-,182,15791158,1771918,1772466
1772642..1773556,+,304,15791159,1772642,1773556
1773582..1773830,-,82,15791160,1773582,1773830
1773915..1776266,+,783,15791161,1773915,1776266
1776263..1776760,+,165,297616199,1776263,1776760
1777089..1777673,+,194,15791163,1777089,1777673
1777719..1778402,+,227,15791164,1777719,1778402
1778408..1779871,-,487,15791165,1778408,1779871
1779843..1781027,-,394,16554516,1779843,1781027
1781166..1781561,+,131,15791167,1781166,1781561
1781563..1782360,-,265,15791168,1781563,1782360
1782357..1783271,-,304,15791169,1782357,1783271
1783339..1783593,-,84,15791170,1783339,1783593
1783654..1784313,-,219,15791171,1783654,1784313
1784408..1786180,+,590,15791172,1784408,1786180
1786190..1787185,-,331,15791173,1786190,1787185
1787185..1789599,-,804,15791174,1787185,1789599
1789808..1789984,+,58,15791175,1789808,1789984
1789985..1790326,-,113,15791176,1789985,1790326
1790325..1791011,+,228,15791177,1790325,1791011
1791684..1793753,-,689,15791178,1791684,1793753
1793801..1794433,-,210,15791179,1793801,1794433
1794527..1795408,-,293,15791180,1794527,1795408
1795504..1796277,+,257,15791181,1795504,1796277
1796340..1797398,+,352,15791182,1796340,1797398
1797395..1799215,+,606,15791183,1797395,1799215
1799212..1800243,+,343,15791184,1799212,1800243
1800247..1800969,-,240,15791185,1800247,1800969
1800999..1801430,+,143,15791186,1800999,1801430
1801477..1802088,+,203,15791187,1801477,1802088
1802096..1802881,-,261,15791188,1802096,1802881
1802881..1802985,-,34,15791189,1802881,1802985
1803013..1804554,-,513,15791190,1803013,1804554
1804702..1805370,-,222,15791191,1804702,1805370
1805370..1805693,-,107,15791192,1805370,1805693
1805775..1806443,-,222,15791193,1805775,1806443
1807230..1808786,+,518,15791194,1807230,1808786
1808793..1809071,-,92,15791195,1808793,1809071
1809086..1809604,-,172,15791196,1809086,1809604
1809646..1810137,+,163,15791197,1809646,1810137
1810134..1810406,+,90,15791198,1810134,1810406
1810411..1811130,-,239,15791199,1810411,1811130
1811590..1812768,+,392,15791200,1811590,1812768
1812830..1814005,+,391,15791201,1812830,1814005
1814015..1815178,-,387,15791202,1814015,1815178
1815268..1816473,+,401,15791203,1815268,1816473
1816543..1817838,+,431,15791204,1816543,1817838
1817907..1820945,+,1012,15791205,1817907,1820945
1820955..1821662,-,235,15791206,1820955,1821662
1821747..1823330,+,527,15791207,1821747,1823330
1823392..1823835,+,147,15791208,1823392,1823835
1824017..1825078,+,353,15791209,1824017,1825078
1825082..1826329,-,415,15791210,1825082,1826329
1826400..1826666,-,88,15791211,1826400,1826666
1826736..1827050,-,104,15791212,1826736,1827050
1827120..1827608,-,162,15791213,1827120,1827608
1827624..1829081,-,485,15791214,1827624,1829081
1829078..1830268,-,396,15791215,1829078,1830268
1830494..1830991,-,165,15791216,1830494,1830991
1831119..1831307,+,62,15791217,1831119,1831307
1831314..1833512,-,732,15791218,1831314,1833512
1833667..1833810,+,47,15791219,1833667,1833810
1833843..1834391,-,182,15791220,1833843,1834391
1834499..1835107,+,202,15791221,1834499,1835107
1835158..1835790,-,210,15791222,1835158,1835790
1835869..1836027,+,52,15791223,1835869,1836027
1836024..1837097,-,357,15791224,1836024,1837097
1837127..1838236,+,369,15791225,1837127,1838236
1838406..1838513,+,35,15791226,1838406,1838513
1838756..1839328,+,190,15791227,1838756,1839328
1839321..1839737,+,138,15791228,1839321,1839737
1839744..1840484,-,246,15791229,1839744,1840484
1840774..1841331,-,185,16554517,1840774,1841331
1841332..1841904,-,190,15791231,1841332,1841904
1841954..1843336,-,460,15791232,1841954,1843336
1843458..1843886,+,142,15791233,1843458,1843886
1843883..1845004,-,373,15791234,1843883,1845004
1845012..1845476,-,154,15791235,1845012,1845476
1845619..1846281,-,220,16554518,1845619,1846281
1846287..1846565,-,92,15791237,1846287,1846565
1846565..1846717,-,50,15791238,1846565,1846717
1846853..1847644,+,263,15791239,1846853,1847644
1847641..1847949,+,102,15791240,1847641,1847949
1848020..1849267,+,415,15791241,1848020,1849267
1849321..1849749,+,142,15791242,1849321,1849749
1849762..1850922,-,386,15791243,1849762,1850922
1850921..1852024,+,367,15791244,1850921,1852024
